Provider Id,Provider Name,Total_Discharges
110064,MIDTOWN MEDICAL CENTER,1872.0
50122,DAMERON HOSPITAL,1868.0
450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,1867.0
90004,GEORGETOWN UNIVERSITY HOSPITAL,1867.0
370202,HILLCREST HOSPITAL SOUTH,1866.0
520002,MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,1865.0
310025,BAYONNE HOSPITAL CENTER,1865.0
200019,SOUTHERN MAINE MEDICAL CENTER,1865.0
370014,ALLIANCEHEALTH DURANT,1862.0
230193,MCLAREN LAPEER REGION,1861.0
340075,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,1861.0
490011,BON SECOURS - DEPAUL MEDICAL CENTER,1859.0
490126,LEWISGALE HOSPITAL ALLEGHANY,1858.0
490037,RIVERSIDE SHORE MEMORIAL HOSPITAL,1857.0
360113,MERCY FRANCISCAN HOSPITAL WESTERN HILLS,1853.0
210038,MARYLAND GENERAL  HOSPITAL,1851.0
170186,KANSAS HEART HOSPITAL,1850.0
360019,SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,1850.0
340109,ALBEMARLE HOSPITAL AUTHORITY,1849.0
190144,MINDEN MEDICAL CENTER,1848.0
100154,SOUTH MIAMI HOSPITAL,1848.0
240061,MAYO CLINIC METHODIST HOSPITAL,1846.0
330215,"ROME MEMORIAL HOSPITAL, INC",1844.0
420105,MCLEOD LORIS  HOSPITAL,1842.0
210006,HARFORD MEMORIAL HOSPITAL,1841.0
140130,LAKE FOREST HOSPITAL,1840.0
110105,COLQUITT REGIONAL MEDICAL CENTER,1839.0
190020,LANE REGIONAL MEDICAL CENTER,1839.0
450804,TEXAS ORTHOPEDIC HOSPITAL,1839.0
520078,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,1838.0
170197,KANSAS MEDICAL CENTER LLC,1833.0
210013,BON SECOURS HOSPITAL,1831.0
390219,EXCELA HEALTH LATROBE HOSPITAL,1829.0
340184,MEDWEST HAYWOOD,1820.0
140251,COMMUNITY FIRST MEDICAL CENTER,1817.0
210034,MEDSTAR HARBOR HOSPITAL,1814.0
450864,TEXAS SPINE AND JOINT HOSPITAL,1814.0
60013,MERCY REGIONAL MEDICAL CENTER,1810.0
230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,1809.0
390304,ROXBOROUGH MEMORIAL HOSPITAL,1798.0
330049,NORTHERN DUTCHESS HOSPITAL,1793.0
140174,PROVENA MERCY MEDICAL CENTER,1792.0
170006,VIA CHRISTI HOSPITAL PITTSBURG INC,1792.0
340166,CAROLINAS MED CTR-UNIVERSITY,1790.0
330135,BON SECOURS COMMUNITY HOSPITAL,1789.0
220067,QUINCY MEDICAL CENTER,1789.0
330197,CANTON-POTSDAM HOSPITAL,1784.0
150015,FRANCISCAN HEALTH MICHIGAN CITY,1783.0
50624,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,1780.0
450447,NAVARRO REGIONAL HOSPITAL,1779.0
360351,CRYSTAL CLINIC ORTHOPAEDIC CENTER,1775.0
280065,GREAT PLAINS HEALTH,1772.0
250031,MERIT HEALTH RIVER REGION,1771.0
250100,BAPTIST MEM HOSP/GOLDEN TRIANGLE INC,1771.0
450272,CENTRAL TEXAS MEDICAL CENTER,1767.0
220095,HEYWOOD HOSPITAL,1766.0
390070,LOWER BUCKS HOSPITAL,1766.0
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,1765.0
110230,EMORY JOHNS CREEK HOSPITAL,1764.0
390265,JEFFERSON HOSPITAL,1764.0
190013,WEST CALCASIEU CAMERON HOSPITAL,1763.0
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,1761.0
50740,MARINA DEL REY HOSPITAL,1758.0
50101,SUTTER SOLANO MEDICAL CENTER,1758.0
390031,SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET,1756.0
380027,MERCY MEDICAL CENTER,1754.0
60027,FOOTHILLS HOSPITAL,1751.0
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,1748.0
280023,CHI HEALTH ST FRANCIS,1746.0
50689,SAN RAMON REGIONAL MEDICAL CTR,1745.0
260011,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,1743.0
330231,QUEENS HOSPITAL CENTER,1740.0
260094,COX MEDICAL CENTER BRANSON,1739.0
520027,"COLUMBIA ST MARY'S HOSPITAL OZAUKEE, INC",1739.0
440025,"LAUGHLIN MEMORIAL HOSPITAL, INC",1738.0
450851,BAYLOR HEART AND VASCULAR HOSPITAL,1738.0
150006,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,1736.0
140012,KATHERINE SHAW BETHEA HOSPITAL,1736.0
410013,WESTERLY HOSPITAL,1736.0
100071,BAYFRONT HEALTH BROOKSVILLE,1735.0
70019,"MILFORD HOSPITAL, INC",1734.0
330184,MONTEFIORE NEW ROCHELLE HOSPITAL,1733.0
100154,"SOUTH MIAMI HOSPITAL, INC",1732.0
150030,HENRY COUNTY MEMORIAL HOSPITAL,1731.0
290032,NORTHERN NEVADA MEDICAL CENTER,1730.0
490001,NORTON COMMUNITY HOSPITAL,1730.0
140120,PEKIN MEMORIAL HOSPITAL,1728.0
490116,LEWISGALE HOSPITAL PULASKI,1728.0
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,1727.0
420020,GEORGETOWN MEMORIAL HOSPITAL,1722.0
390267,FORBES HOSPITAL,1717.0
140040,GALESBURG COTTAGE HOSPITAL,1714.0
500021,ST CLARE HOSPITAL,1713.0
110016,WELLSTAR WEST GEORGIA MEDICAL CENTER,1711.0
40147,ARKANSAS SURGICAL HOSPITAL,1704.0
240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,1702.0
330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,1697.0
100316,PALM BAY HOSPITAL,1697.0
280132,BELLEVUE MEDICAL CENTER,1696.0
160089,OTTUMWA REGIONAL HEALTH CENTER,1695.0
370016,INTEGRIS BASS BAPTIST HEALTH CENTER,1693.0
110198,NORTH FULTON REGIONAL HOSPITAL,1693.0
50118,DOCTORS HOSPITAL OF MANTECA,1692.0
100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,1692.0
500139,CAPITAL MEDICAL CENTER,1692.0
110003,"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",1688.0
150133,KOSCIUSKO COMMUNITY HOSPITAL,1687.0
120002,MAUI MEMORIAL MEDICAL CENTER,1685.0
420048,KERSHAW HEALTH,1683.0
420015,BAPTIST EASLEY HOSPITAL,1682.0
520051,COLUMBIA ST MARYS HOSPITAL MILWAUKEE,1682.0
150037,HANCOCK REGIONAL HOSPITAL,1681.0
360175,CLINTON MEMORIAL HOSPITAL,1679.0
50580,LA PALMA INTERCOMMUNITY HOSPITAL,1678.0
420083,MARY BLACK MEMORIAL HOSPITAL,1676.0
10164,COOSA VALLEY MEDICAL CENTER,1674.0
290007,UNIVERSITY MEDICAL CENTER,1672.0
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,1669.0
330003,ALBANY MEMORIAL HOSPITAL,1668.0
100061,MERCY HOSPITAL INC,1663.0
180139,KENTUCKY RIVER MEDICAL CENTER,1660.0
280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,1658.0
520113,BAY AREA MED CTR,1658.0
380002,ASANTE THREE RIVERS MEDICAL CENTER,1657.0
230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,1656.0
100288,ST MARY'S MEDICAL CENTER,1655.0
450347,HUNTSVILLE MEMORIAL HOSPITAL,1654.0
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,1653.0
140127,ADVOCATE BROMENN MEDICAL CENTER,1653.0
370202,SOUTHCREST HOSPITAL,1652.0
360040,KNOX COMMUNITY HOSPITAL,1651.0
310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,1650.0
180087,TAYLOR REGIONAL HOSPITAL,1650.0
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1649.0
100107,LEHIGH REGIONAL MEDICAL CENTER,1648.0
50261,SIERRA VIEW DISTRICT HOSPITAL,1648.0
440018,SYCAMORE SHOALS HOSPITAL,1647.0
230031,ST JOSEPH MERCY PORT HURON,1646.0
50586,CHINO VALLEY MEDICAL CENTER,1645.0
250094,MERIT HEALTH WESLEY,1644.0
450678,DOCTORS HOSPITAL,1642.0
360151,AFFINITY MEDICAL CENTER,1642.0
50254,MARSHALL MEDICAL CENTER,1642.0
340013,RUTHERFORD HOSPITAL INC,1641.0
450035,ST JOSEPH MEDICAL CENTER,1633.0
390328,UPMC EAST,1632.0
10168,JACK HUGHSTON MEMORIAL HOSPITAL,1631.0
280081,CHI HEALTH IMMANUEL,1630.0
450372,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,1628.0
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,1627.0
50254,MARSHALL MEDICAL CENTER (1-RH),1620.0
490023,"THE FAUQUIER HOSPITAL, INC",1619.0
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,1619.0
280009,CHI HEALTH GOOD SAMARITAN,1616.0
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,1614.0
440187,LIVINGSTON REGIONAL HOSPITAL,1613.0
160028,ALEGENT HEALTH MERCY HOSPITAL,1612.0
20006,MAT-SU REGIONAL MEDICAL CENTER,1612.0
210006,UNIVERSITY OF MARYLAND HARFORD MEMORIAL HOSPITAL,1611.0
520004,MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR,1611.0
250007,BILOXI REGIONAL MEDICAL CENTER,1607.0
100124,SANTA ROSA MEDICAL CENTER,1606.0
360087,LUTHERAN HOSPITAL,1605.0
140130,NORTHWESTERN LAKE FOREST HOSPITAL,1605.0
370018,"JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC",1604.0
360234,MERCY FRANCISCAN HOSPITAL - MT AIRY,1603.0
50506,SIERRA VISTA REGIONAL MEDICAL CENTER,1603.0
10144,SPRINGHILL MEDICAL CENTER,1599.0
440081,LECONTE MEDICAL CENTER,1598.0
280130,ALEGENT HEALTH LAKESIDE HOSPITAL,1598.0
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,1596.0
340075,GRACE HOSPITAL INC,1588.0
340184,HAYWOOD REGIONAL MEDICAL CENTER,1587.0
230217,OAKLAWN HOSPITAL,1586.0
150088,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,1585.0
510030,DAVIS MEMORIAL HOSPITAL,1585.0
370034,MCALESTER REGIONAL HEALTH CENTER AUTHORITY,1584.0
310096,SAINT MICHAEL'S MEDICAL CENTER,1581.0
390037,HERITAGE VALLEY SEWICKLEY,1581.0
450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",1581.0
220065,NOBLE HOSPITAL,1580.0
360354,WEST CHESTER MEDICAL CENTER,1577.0
30016,CASA GRANDE REGIONAL MEDICAL CENTER,1576.0
230081,MERCY HOSPITAL - CADILLAC,1576.0
370234,OKLAHOMA HEART HOSPITAL SOUTH,1575.0
50769,HOAG ORTHOPEDIC INSTITUTE,1575.0
330067,ST FRANCIS HOSPITAL,1573.0
270017,ST JAMES HEALTHCARE,1571.0
10049,MEDICAL CENTER ENTERPRISE,1570.0
250072,CENTRAL MISSISSIPPI MEDICAL CENTER,1570.0
670044,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,1569.0
310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,1567.0
180021,PINEVILLE COMMUNITY HOSPITAL,1566.0
100043,MEASE HOSPITAL DUNEDIN,1565.0
150097,MAJOR HOSPITAL,1564.0
360161,ST JOSEPH WARREN HOSPITAL,1563.0
520066,MERCY HEALTH SYSTEM CORP,1563.0
220084,EMERSON HOSPITAL,1560.0
500007,ISLAND HOSPITAL,1560.0
360239,SYCAMORE MEDICAL CENTER,1559.0
50359,TULARE REGIONAL MEDICAL CENTER,1557.0
10010,MARSHALL MEDICAL CENTER NORTH,1557.0
230031,LAKE HURON MEDICAL CENTER,1553.0
190205,THE REGIONAL MEDICAL CENTER OF ACADIANA,1549.0
260190,LEE'S SUMMIT MEDICAL CENTER,1549.0
110124,WAYNE MEMORIAL HOSPITAL,1547.0
410011,"LANDMARK MEDICAL CENTER,  INC",1547.0
490023,FAUQUIER HOSPITAL,1546.0
200050,MAINE COAST MEMORIAL HOSPITAL,1546.0
10012,DEKALB REGIONAL MEDICAL CENTER,1543.0
110064,"MEDICAL CENTER, THE",1543.0
360266,MOUNT CARMEL NEW ALBANY SURGICAL HOSPITAL,1543.0
100321,ST VINCENTS MEDICAL CENTER - CLAY COUNTY,1541.0
440072,TENNOVA HEALTHCARE-DYERSBURG REGIONAL,1541.0
440046,TRISTAR HORIZON MEDICAL CENTER,1541.0
230036,ALPENA REGIONAL MEDICAL CENTER,1537.0
50079,DOCTORS MEDICAL CENTER-SAN PABLO,1537.0
390118,BRADFORD REGIONAL MEDICAL CENTER,1535.0
370234,"OKLAHOMA HEART HOSPITAL SOUTH, LLC",1535.0
380002,THREE RIVERS COMMUNITY HOSPITAL,1535.0
330235,AUBURN MEMORIAL HOSPITAL,1531.0
520160,APPLETON MED CTR,1531.0
110226,DEKALB MEDICAL CENTER AT HILLANDALE,1531.0
220108,MILTON HOSPITAL INC,1530.0
390220,JENNERSVILLE REGIONAL HOSPITAL,1528.0
450659,PARK PLAZA HOSPITAL,1526.0
30030,PHOENIX BAPTIST HOSPITAL,1526.0
490013,HALIFAX REGIONAL HOSPITAL,1525.0
470024,NORTHWESTERN MEDICAL CENTER INC,1523.0
30092,JOHN C LINCOLN DEER VALLEY HOSPITAL,1520.0
230055,DICKINSON COUNTY MEMORIAL HOSPITAL,1518.0
60030,MCKEE MEDICAL CENTER,1517.0
460005,OGDEN REGIONAL MEDICAL CENTER,1515.0
330058,GENEVA GENERAL HOSPITAL,1515.0
20026,ALASKA NATIVE MEDICAL CENTER,1514.0
390032,ALLE KISKI MEDICAL CENTER,1513.0
50735,WHITTIER HOSPITAL MEDICAL CENTER,1511.0
160047,JENNIE EDMUNDSON HOSPITAL,1509.0
340119,STANLY REGIONAL MEDICAL CENTER,1509.0
230270,BEAUMONT HOSPITAL - TAYLOR,1508.0
340023,PARK RIDGE HEALTH,1505.0
340158,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,1503.0
50775,TEMECULA VALLEY HOSPITAL,1501.0
410011,LANDMARK MEDICAL CENTER,1501.0
440065,NORTHCREST MEDICAL CENTER,1499.0
50194,WATSONVILLE COMMUNITY HOSPITAL,1498.0
170120,LABETTE HEALTH,1495.0
230121,MEMORIAL HEALTHCARE,1490.0
520004,"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR, INC",1486.0
340107,HERITAGE HOSPITAL,1486.0
440193,UNIVERSITY MEDICAL CENTER,1485.0
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1485.0
160047,METHODIST JENNIE EDMUNDSON,1485.0
520075,ST VINCENT HSPTL,1484.0
450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,1484.0
60065,NORTH SUBURBAN MEDICAL CENTER,1482.0
140143,ST MARGARETS HOSPITAL,1482.0
100121,BARTOW REGIONAL MEDICAL CENTER,1481.0
370034,MCALESTER REGIONAL HEALTH CENTER,1480.0
330074,F F THOMPSON HOSPITAL,1479.0
290007,UMC OF SOUTHERN NEVADA,1478.0
140113,PRESENCE COVENANT MEDICAL CENTER,1477.0
110018,NEWTON MEDICAL CENTER,1476.0
60027,BOULDER COMMUNITY HOSPITAL,1474.0
500015,AUBURN REGIONAL MEDICAL CENTER,1474.0
340106,SANDHILLS REGIONAL MEDICAL CENTER,1473.0
390138,WAYNESBORO HOSPITAL,1470.0
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,1469.0
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,1469.0
150004,FRANCISCAN HEALTH HAMMOND,1467.0
390225,EPHRATA COMMUNITY HOSPITAL,1467.0
290012,SAINT ROSE DOMINICAN HOSPITAL - DE LIMA,1466.0
370113,INTEGRIS GROVE HOSPITAL,1464.0
50042,ST ELIZABETH COMMUNITY HOSPITAL,1464.0
410005,ST JOSEPH HEALTH SERVICES OF RI,1464.0
50313,SUTTER TRACY COMMUNITY HOSPITAL,1462.0
150007,HOWARD REGIONAL HEALTH SYSTEM,1461.0
520049,BELLIN MEMORIAL HOSPITAL,1460.0
260022,NORTHEAST REGIONAL MEDICAL CENTER,1458.0
670082,BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY,1456.0
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,1455.0
340144,DAVIS REGIONAL MEDICAL CENTER,1455.0
10108,PRATTVILLE BAPTIST HOSPITAL,1453.0
170192,GALICHIA HEART HOSPITAL LLC,1451.0
180043,MEMORIAL HOSPITAL,1450.0
110201,COLISEUM NORTHSIDE HOSPITAL,1449.0
460006,LDS HOSPITAL,1447.0
150090,FRANCISCAN HEALTH DYER,1447.0
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,1446.0
250006,BAPTIST MEMORIAL HOSPITAL UNION COUNTY,1444.0
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,1443.0
100043,MEASE DUNEDIN HOSPITAL,1438.0
440189,TENNOVA HEALTHCARE-REGIONAL JACKSON,1436.0
250123,GARDEN PARK MEDICAL CENTER,1434.0
190040,SLIDELL MEMORIAL HOSPITAL,1433.0
100230,MEMORIAL HOSPITAL PEMBROKE,1430.0
100140,BAPTIST MEDICAL CENTER - NASSAU,1426.0
210060,FORT WASHINGTON HOSPITAL,1424.0
510047,FAIRMONT GENERAL HOSPITAL,1422.0
340099,ROANOKE CHOWAN HOSPITAL,1415.0
520202,ST CLARES HOSPITAL OF WESTON,1415.0
180078,PAUL B HALL REGIONAL MEDICAL CENTER,1411.0
150010,ST VINCENT KOKOMO,1410.0
140275,GENESIS MEDICAL CENTER ILLINI CAMPUS,1407.0
520028,THE MONROE CLINIC,1406.0
190263,HEART HOSPITAL OF LAFAYETTE,1406.0
450080,TITUS REGIONAL MEDICAL CENTER,1406.0
30110,ABRAZO WEST CAMPUS,1404.0
230036,MIDMICHIGAN MEDICAL CENTER - ALPENA,1404.0
50526,HUNTINGTON BEACH HOSPITAL,1404.0
60011,DENVER HEALTH MEDICAL CENTER,1404.0
30010,ST. MARY'S HOSPITAL,1403.0
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,1402.0
360239,KETTERING MEDICAL CENTER - SYCAMORE,1401.0
30131,O.A.S.I.S. HOSPITAL,1399.0
140093,PRESENCE UNITED SAMARITANS MEDICAL CENTER,1399.0
150026,IU HEALTH GOSHEN HOSPITAL,1397.0
100296,DOCTORS HOSPITAL INC,1394.0
490013,SENTARA HALIFAX REGIONAL HOSPITAL,1390.0
440144,TENNOVA HEALTHCARE-HARTON,1389.0
140155,PRESENCE ST MARYS HOSPITAL,1388.0
160117,THE FINLEY HOSPITAL,1383.0
170103,NEWTON MEDICAL CENTER,1383.0
170183,KANSAS SURGERY & RECOVERY CENTER,1383.0
670031,ST LUKE'S PATIENTS MEDICAL CENTER,1382.0
240214,MAPLE GROVE HOSPITAL,1379.0
260195,CITIZENS MEMORIAL HOSPITAL,1378.0
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,1378.0
510039,OHIO VALLEY MEDICAL CENTER,1377.0
320063,CARLSBAD MEDICAL CENTER,1377.0
330232,SETON HEALTH SYSTEM-ST MARY'S CAMPUS,1375.0
390061,LANCASTER REGIONAL MEDICAL CENTER,1374.0
520049,BELLIN MEMORIAL HSPTL,1373.0
360348,DUBLIN METHODIST HOSPITAL,1371.0
150010,ST JOSEPH HOSPITAL & HEALTH CENTER INC,1369.0
180050,HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL,1366.0
50597,FOOTHILL PRESBYTERIAN HOSPITAL,1365.0
380071,WILLAMETTE VALLEY MEDICAL CENTER,1363.0
280065,GREAT PLAINS REGIONAL MEDICAL CENTER,1363.0
110002,UPSON REGIONAL MEDICAL CENTER,1362.0
390146,WARREN GENERAL HOSPITAL,1362.0
360131,ALLIANCE COMMUNITY HOSPITAL,1362.0
30101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,1360.0
490140,"STAFFORD HOSPITAL, LLC",1356.0
490002,RUSSELL COUNTY MEDICAL CENTER,1356.0
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,1356.0
310119,UMDNJ UNIVERSITY HOSPITAL,1352.0
150003,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL,1350.0
80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,1348.0
520075,ST VINCENT HOSPITAL,1347.0
240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,1344.0
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,1342.0
150157,ST VINCENT CARMEL HOSPITAL INC,1341.0
50708,FRESNO SURGICAL HOSPITAL,1341.0
130014,WEST VALLEY MEDICAL CENTER,1339.0
330159,COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE,1338.0
240088,RICE MEMORIAL HOSPITAL,1336.0
500152,SWEDISH ISSAQUAH,1332.0
510012,PLEASANT VALLEY HOSPITAL,1332.0
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,1331.0
30110,WEST VALLEY HOSPITAL,1328.0
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,1327.0
50159,VENTURA COUNTY MEDICAL CENTER,1327.0
310016,CAREPOINT HEALTH-CHRIST HOSPITAL,1324.0
100150,LOWER KEYS MEDICAL CENTER,1323.0
100054,TWIN CITIES HOSPITAL,1322.0
450766,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,1321.0
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,1320.0
220174,MERRIMACK VALLEY HOSPITAL,1320.0
360150,SUMMA WESTERN RESERVE HOSPITAL,1320.0
160028,CHI HEALTH MERCY COUNCIL BLUFFS,1320.0
370018,JANE PHILLIPS MEDICAL CENTER,1320.0
110198,WELLSTAR NORTH FULTON HOSPITAL,1317.0
440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,1314.0
370149,UNITY HEALTH CENTER,1314.0
390048,LEWISTOWN HOSPITAL,1313.0
150065,SCHNECK MEDICAL CENTER,1308.0
310040,HOBOKEN UNIVERSITY MEDICAL CENTER,1306.0
390197,SACRED HEART HOSPITAL,1301.0
360360,SOIN MEDICAL CENTER,1301.0
340183,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,1301.0
50277,PACIFIC HOSPITAL OF LONG BEACH,1299.0
260015,TWIN RIVERS REGIONAL MEDICAL CENTER,1297.0
190040,SLIDELL MEMORIAL HOSPITAL AND MEDICAL CENTER,1297.0
290053,SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,1293.0
460042,LAKEVIEW HOSPITAL,1292.0
190098,LSU HEALTH SCIENCES CENTER - SHREVEPORT,1292.0
10125,LAKELAND COMMUNITY HOSPITAL,1291.0
520193,AURORA BAYCARE MEDICAL CTR,1290.0
280030,CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH,1288.0
260062,SAINT LUKES NORTHLAND HOSPITAL,1285.0
150154,INDIANA HEART HOSPITAL THE,1281.0
110219,SOUTH FULTON MEDICAL CENTER,1279.0
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,1278.0
360026,GREENE MEMORIAL HOSPITAL,1278.0
10158,RUSSELLVILLE HOSPITAL,1277.0
380025,LEGACY MOUNT HOOD MEDICAL CENTER,1274.0
230066,"MERCY HEALTH PARTNERS, HACKLEY CAMPUS",1272.0
340183,PRESBYTERIAN HOSPITAL HUNTERSVILLE,1272.0
110104,CRISP REGIONAL HOSPITAL,1269.0
330152,LONG ISLAND COLLEGE HOSPITAL,1268.0
330073,UNITED MEMORIAL MEDICAL CENTER,1268.0
330108,"ST JOSEPH'S HOSPITAL, INC",1268.0
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,1268.0
70012,ROCKVILLE GENERAL HOSPITAL,1267.0
100315,VIERA HOSPITAL,1267.0
30094,ARROWHEAD HOSPITAL,1266.0
490084,RIVERSIDE TAPPAHANNOCK HOSPITAL,1265.0
340099,VIDANT ROANOKE CHOWAN HOSPITAL,1263.0
180011,SAINT JOSEPH LONDON,1262.0
390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,1261.0
180105,MONROE COUNTY MEDICAL CENTER,1261.0
450469,WILSON N JONES REGIONAL MEDICAL CENTER,1261.0
450596,LAKE GRANBURY MEDICAL CENTER,1261.0
250057,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,1260.0
670068,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,1256.0
390225,WELLSPAN EPHRATA COMMUNITY HOSPITAL,1255.0
190050,BEAUREGARD MEMORIAL HOSPITAL,1254.0
150057,FRANCISCAN HEALTH MOORESVILLE,1254.0
520160,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,1254.0
340013,RUTHERFORD REGIONAL MEDICAL CENTER,1253.0
170145,COFFEYVILLE REGIONAL MEDICAL CENTER,1252.0
150006,LA PORTE HOSPITAL,1252.0
440046,HORIZON MEDICAL CENTER,1249.0
340145,CAROLINAS HEALTHCARE SYSTEM LINCOLN,1249.0
140240,WESTLAKE COMMUNITY HOSPITAL,1247.0
180092,CLARK REGIONAL MEDICAL CENTER,1243.0
280111,COLUMBUS COMMUNITY HOSPITAL,1241.0
450653,SCENIC MOUNTAIN MEDICAL CENTER,1240.0
520027,COLUMBIA ST MARYS HOSPITAL OZAUKEE,1240.0
390183,ST LUKE'S MINERS MEMORIAL HOSPITAL,1239.0
110032,STEPHENS COUNTY HOSPITAL,1237.0
490111,WYTHE COUNTY COMMUNITY HOSPITAL,1234.0
390116,MERCY SUBURBAN HOSPITAL,1233.0
50257,GOOD SAMARITAN HOSPITAL,1233.0
50261,SIERRA VIEW MEDICAL CENTER,1232.0
520100,BELOIT MEM HSPTL,1232.0
330225,LONG BEACH MEDICAL CENTER,1232.0
140001,GRAHAM HOSPITAL ASSOCIATION,1228.0
170142,MERCY REGIONAL HEALTH CENTER,1227.0
340107,VIDANT EDGECOMBE HOSPITAL,1226.0
50211,ALAMEDA HOSPITAL,1226.0
230081,MUNSON HEALTHCARE CADILLAC HOSPITAL,1226.0
490019,NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,1225.0
180050,HARLAN ARH HOSPITAL,1225.0
490011,BON SECOURS DEPAUL MEDICAL CENTER,1224.0
180070,TWIN LAKES REGIONAL MEDICAL CENTER,1223.0
670043,CEDAR PARK REGIONAL MEDICAL CENTER,1220.0
150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,1219.0
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,1219.0
520189,AURORA MEDICAL CTR KENOSHA,1218.0
220030,WING MEMORIAL HOSPITAL AND MEDICAL CENTER,1216.0
310130,HACKENSACK-UMC AT PASCACK VALLEY,1215.0
160112,SPENCER MUNICIPAL HOSPITAL,1214.0
140068,ROSELAND COMMUNITY HOSPITAL,1214.0
510031,ST FRANCIS HOSPITAL,1212.0
70008,JOHNSON MEMORIAL HOSPITAL,1210.0
420048,KERSHAWHEALTH,1210.0
100069,FLORIDA HOSPITAL CARROLLWOOD,1209.0
220084,EMERSON HOSPITAL -,1208.0
